['solidity']	['dapp', 'core']
['ai', 'researcher', 'cctv', 'edge', 'cvpr', 'mobile', 'challenge', 'xiaomi', 'huawei', 'intel', 'microsoft', 'arm', 'compression', 'artifact', 'reduction', 'provider', 'compiler', 'optimium', 'mediapipe', 'cortex', 'qualcomm', 'kryo', 'cpu', 'qrb', 'single', 'thread', 'float', 'tflite', 'xnnpack', 'ryzen', 'openvino', 'isp', 'image', 'signal', 'processor', 'rule', 'based', 'noise', 'nr', 'channel', 'enerzaiinc', 'radar', 'legacy', 'needs', 'roa', 'rear', 'occupant', 'alert', 'sbr', 'seat', 'belt', 'reminder', 'pm', 'patient', 'monitoring', 'cy', 'objug', 'vc', 'springcamp', 'seed', 'seoulz', 'top', 'tips', 'vision', 'alliance', 'workshop', 'challenges', 'megvii', 'dahua', 'global', 'lab', 'outside', 'builder', 'sk', 'true', 'innovation', 'gold', 'tier', 'partner', 'iot', 'accelerator', 'series', 'kdb', 'nextone', 'post', 'nvidia', 'inception', 'graph', 'level', 'kernel', 'runtime', 'convolution', 'gemm', 'vectorization', 'quantization', 'operation', 'fusion', 'reinforcement', 'learning', 'dynamic', 'programming', 'multi', 'device', 'allocation', 'automatic', 'mixed', 'precision', 'time', 'complexity', 'performance', 'auto', 'tuning', 'llm', 'slm', 'database']	['end', 'ml', 'ai', 'rl']
['data', 'bahn', 'platform', 'kotlin', 'jpa', 'rdbms', 'db', 'restful', 'api', 'websocket']	['ios', 'rxswift', 'combine', 'git', 'sdk']
['back', 'office', 'postgres', 'rdbms']	['react', 'rdbms', 'nosql', 'linux', 'ai']
['discovery', 'mau', 'dau', 'software', 'engineer', 'group', 'maker', 'frontend', 'chapter', 'core', 'value', 'levit', 'wide', 'impact', 'speed', 'with', 'growth', 'feature', 'commerce', 'platform', 'ux', 'html', 'css', 'react', 'vue']	['pc', 'boot', 'git']
['welaaa', 'learn', 'anything', 'anytime', 'anywhere', 'ai', 'tts', 'sync', 'mau', 'mlops', 'llm', 'ml', 'framework', 'workflow']	['ui', 'ux', 'vue.js', 'react', 'heatmap', 'seo', 'search', 'engine', 'optimization', 'jest', 'end', 'framer', 'component', 'explorer', 'scrum', 'mvp', 'minimum', 'viable', 'product']
['react', 'native', 'front', 'end', 'lifecycle', 'spa', 'es', 'modern', 'html', 'css', 'git']	['erp', 'crm', 'aws', 'gcp', 'cloud', 'infra', 'ci', 'cd', 'al', 'ml', 'dl', 'microservice', 'container', 'cluster', 'scrum', 'mvp', 'minimum', 'viable', 'product']
['back', 'end', 'ubuntu', 'django', 'rest', 'framework', 'postgres', 'rdbms']	['highcharts', 'csv', 'json', 'vue', 'react', 'spa', 'vite', 'webpack']
['django', 'rest', 'framework', 'api', 'admin', 'restful']	['msa', 'one', 'day', 'pdf']
['discovery', 'mau', 'dau', 'software', 'engineer', 'group', 'maker', 'backend', 'chapter', 'core', 'value', 'levit', 'wide', 'impact', 'speed', 'with', 'growth', 'feature', 'commerce', 'platform', 'kotlin', 'boot', 'node.js', 'api']	['bring']
['minio', 'aws', 'ec', 'vm', 'git', 'action', 'argocd', 'ci', 'cd', 'iac', 'infrastructure', 'code']	['databricks', 'etl', 'query', 'plan']
['discovery', 'mau', 'dau', 'sr.', 'software', 'engineer', 'group', 'maker', 'frontend', 'chapter', 'core', 'value', 'levit', 'wide', 'impact', 'speed', 'with', 'growth', 'feature', 'commerce', 'platform', 'ux', 'html', 'css', 'react', 'vue']	['fpga', 'dpu', 'smart', 'nic', 'gpu', 'co', 'design', 'optimizations', 'production', 'system']
['ios', 'android']	['tcp', 'ip']
['eximbay', 'pc', 'client', 'framewark', 'springbatch', 'db', 'linux']	['fpga', 'cloud', 'data', 'center', 'server', 'applications', 'application', 'software', 'hw', 'sw', 'co', 'optimization', 'network', 'hardware', 'stack', 'tcp', 'virtio', 'net', 'dpdk', 'ovs', 'ai', 'inference', 'training', 'system', 'nvidia', 'triton', 'microsoft', 'deepspeed', 'rdma', 'infiniband', 'hpc', 'gpudirect', 'storage', 'spdk', 'file', 'compression', 'deduplication']
['enkorwithus', 'enkorstay', 'mou', 'fip', 'devops', 'aws', 'node.js', 'rest', 'api', 'aurora', 'dynamodb', 'rdbms', 'nosql']	['continuous', 'integration', 'deployment']
['ui', 'vr', 'tcp', 'udp', 'dbms', 'tire']	['windows', 'etw', 'event', 'trace', 'minifilter', 'driver', 'linux', 'unix', 'auditd', 'ebpf', 'lsm', 'security', 'modules', 'framework', 'macos', 'endpoint', 'artifact', 'memory', 'forensics']
['avepoint', 'microsoft', 'management', 'protection', 'migartion', 'nasdaq', 'avpt', 'isv', 'independent', 'software', 'vendor', 'solutions', 'service', 'engineer', 'migration', 'tool', 'saas', 'technical', 'pre', 'sales', 'delivery', 'poc', 'cloud']	['full', 'stack', 'developer', 'nest.js', 'tdd', 'orm', 'sequelize', 'tcp', 'ip', 'plc']
['about', 'vision', 'team', 'be', 'idc', 'vpn']	['db', 'aws', 'sql']
['gds', 'net', 'ms', 'sql']	['iot', 'esp', 'raspberry', 'pi', 'azure', 'aws', 'gcp']
['db', 'ms', 'sql']	['bdd', 'erp']
['data', 'bahn', 'platform', 'kotlin', 'webflux']	['react', 'hook', 'form', 'formik', 'yup', 'zod', 'ssr']
['web', 'ui', 'visa', 'master', 'net', 'ms', 'sql']	['jpa', 'hibernate', 'orm', 'ecs']
['ci', 'cd', 'vue', 'react', 'spa']	['istqb', 'fl', 'csts', 'sdk', 'qa', 'martech']
['ui', 'ux']	['queue', 'new', 'relic', 'sentry', 'strong', 'tech', 'foundation']
['terraform', 'datadog', 'actions', 'argocd', 'cs']	['mixpanel', 'amplitude', 'pa', 'bi', 'dag']
['crevisse', 'partners', 'intelligence', 'saas', 'https', 'donus.org', 'impac', 'twave.city', 'product', 'design', 'development', 'db', 'operations', 'reliability', 'engineering', 'new', 'technology', 'net', 'next.js', 'react.js', 'vanilla', 'js', 'sql', 'server', 'cloud', 'native', 'microsoft', 'azure', 'naver', 'platform', 'ci', 'cd', 'argocd', 'oop', 'node.js']	['epub', 'ios', 'android', 'mvvm', 'clean', 'architecture']
['db', 'performance', 'tuning', 'sql', 'engine', 'trouble', 'shooting', 'cloud', 'aws', 'aurora', 'dba', 'rdbms']	['msa']
['ppt']	['api', 'epub']
['ai', 'vision', 'nlp', 'task', 'shot', 'boundary', 'detection', 'scene', 'segmentation', 'image', 'video', 'captioning', 'visual', 'question', 'answering', 'object', 'face', 'static', 'frame', 'action', 'recognition', 'clustering', 'llm', 'chatgpt', 'claude', 'prompt', 'engineering', 'porting', 'ml', 'api', 'linux', 'os', 'aws', 'google', 'cloud', 'platform']	['mvi', 'mvvm', 'ui', 'ux', 'jetpack', 'compose', 'coroutine']
['devops', 'saas', 'msa', 'framework', 'mybatis', 'html', 'css', 'jsp', 'servlet', 'rdbms', 'oracle', 'mariadb']	['next.js', 'nx', 'vite', 'ci', 'cd', 'tdd', 'jquery', 'tailwindcss', 'react', 'query']
['fortinet', 'juniper', 'cisco', 'radware', 'firewall', 'swithc', 'router', 'vpn', 'aws']	['tca', 'mvvm', 'mvi', 'uikit', 'swiftui', 'view', 'hierarchy', 'instruments']
['api', 'mau', 'rest']	['open', 'search', 'aws', 'azure', 'google', 'cloud']
['nuxt.js', 'ejs', 'jquery', 'ui', 'ux', 'vue.js', 'pinia', 'tanstack', 'query', 'scss', 'npm', 'viteci', 'cd', 'aws', 'eslint', 'prettier', 'react', 'spa', 'next.js', 'ssr', 'ci', 'eks', 'git']	['elk']
['pfct', 'ai', 'po', 'web', 'application', 'html', 'css', 'js', 'ts', 'react', 'vue']	['ai', 'vod', 'saas', 'framework', 'kotlin', 'django', 'node', 'nest.js']
['vue', 'js', 'react', 'html', 'css', 'rest', 'api', 'web', 'git']	['vpc', 'dns', 'aws', 'gcp', 'azure', 'iac', 'elastic', 'search', 'msa', 'tdd', 'bdd']
['react.js', 'node.js', 'next.js', 'restful', 'api']	['ad', 'tech', 'mar', 'saas']
['engineer', 'pr', 'ci', 'cd', 'service', 'back', 'end', 'api', 'django', 'rest', 'framework', 'restful', 'rdbms', 'git', 'aws']	['objective', 'ios', 'kotlin', 'android', 'net', 'windows']
['aws', 'part', 'ci', 'cd', 'actions', 'eks', 'kops', 'argo', 'workflow', 'coredns', 'cni', 'os']	['zynq']
['dynamic', 'pricing', 'eda', 'performance', 'dashboard', 'sql', 'etc']	['django', 'aws', 'ci', 'cd']
['react.js', 'figma', 'html', 'css', 'git']	['microservice', 'architecture', 'tool', 'codecommit', 'codedeploy', 'elastic', 'search']
['react', 'html', 'css', 'restful', 'api']	['django', 'csv', 'json', 'rest', 'api', 'url', 'vue', 'react', 'mariadb', 'nginx', 'devops']
['devplay', 'ai', 'llm', 'machine', 'learning', 'engineer', 'ml', 'end', 'rl', 'pdf']	['vue', 'composition', 'api', 'react', 'webpack', 'vite', 'contract', 'apache', 'nginx', 'ai']
['cd', 'pop', 'kit', 'player', 'demand', 'studio', 'fanz', 'insight', 'new', 'global', 'standard', 'fan', 'tribe', 'artist', 'cell', 'pm', 'engineer', 'uiux', 'designer', 'ios', 'cues', 'sdk', 'mou', 'tip', 'aos', 'xcode']	['react', 'conccurrent', 'mode', 'suspense', 'context', 'kotlin', 'flutter', 'mvp', 'mvvm', 'story', 'book', 'framer', 'ui', 'ux']
['canvas', 'lms', 'learning', 'management', 'system', 'cms', 'content', 'blended', 'flipped', 'mooc', 'stack', 'git', 'svn']	['aws', 'open', 'api']
['net', 'framework', 'rdbms', 'sql', 'server', 'tcp', 'ip', 'http', 'webapi', 'aws']	['istqb', 'csts', 'qa', 'agile', 'ci', 'cd']
['es', 'html', 'css', 'react', 'git', 'semantic', 'markup']	['wpf', 'thermal', 'printer', 'pos']
['next.js', 'ui', 'ux', 'react', 'tanstack', 'query', 'css', 'scss', 'aws', 'react.js', 'restful', 'api']	['aws', 'nosql', 'db', 'contract', 'ci', 'devops']
['ai', 'lg', 'tips', 'start', 'nest', 'club', 'kosdaq', 'mou', 'futurology', 'top', 'best', 'asia', 'computer', 'vision', 'corporate', 'global', 'business', 'awards', 'hy', 'together', 'tech', 'industrial', 'engineering', 'companies', 'drb', 'pns', 'linux', 'device', 'widnows', 'solution', 'open', 'cv', 'ipp', 'cudnn', 'tbb', 'opencv', 'dlib', 'etc', 'visual', 'studio', 'code', 'qt', 'rtx']	['rdb', 'maria', 'oracle', 'backend', 'aws']
['boot', 'jpa', 'querydsl', 'orm', 'mariadb', 'restful', 'api', 'linux', 'unix']	['readable', 'bloc', 'getx', 'provider']
['db', 'api']	['ci', 'cd', 'day', 'react', 'flutter', 'aws', 'rdb', 'nosql', 'node.js', 'nest', 'js', 'restful', 'api']
['msa', 'postgres', 'aws', 'node.js', 'rdb', 'sql']	['flutter', 'ci', 'cd', 'pl', 'pm', 'readable']
['sap', 'sd', 'legacy', 'data', 'interface', 'abap', 'ms', 'sql']	['aws', 'node.js', 'ci', 'cd', 'linux', 'shell', 'script', 'ai']
['no.', 'html', 'css', 'url', 'vue', 'react', 'django', 'mariadb', 'nginx', 'devops']	['agile', 'scrum']
['yanolja', 'software', 'engineering', 'tdp', 'connectivity', 'dev', 'talk', 'travel', 'data', 'platform', 'ci', 'cd', 'rdb']	['cloud', 'aws', 'gcp', 'azure', 'msa', 'emr']
['llm', 'pruning', 'quantization', 'distillation', 'gpu', 'aws', 'azure']	['aws', 'azure', 'gcp', 'scalability', 'ci', 'cd']
['fpga', 'asic', 'dpu', 'bring', 'bmc', 'bootloader', 'bsp', 'sw', 'arm', 'soc', 'linux', 'os', 'pcie', 'nvme', 'spi', 'uarts']	['istqb', 'csts']
['devplay', 'data', 'warehouse', 'engineer', 'analyst', 'tb', 'cloud', 'modeling', 'delta', 'lake', 'databricks', 'sql', 'aws', 'bi', 'olap', 'quicksight']	['machine', 'vision', 'opencv', 'open', 'source', 'ai', 'model']
['fpga', 'asic', 'dpu', 'ip', 'soc', 'virtual', 'machine', 'network', 'storage', 'stack', 'compilers', 'data', 'center', 'management']	['ui', 'ux', 'button', 'combobox', 'list', 'scrollbar', 'grid', 'vue', 'js', 'design', 'system']
['ai', 'cs', 'main', 'sub']	['nlp', 'stable', 'diffusion', 'model', 'cv', 'mlops', 'kbueflow', 'ml']
['fpga', 'asic', 'dpu', 'ip', 'workload', 'system', 'software', 'verification', 'tooling', 'systemc', 'verilog', 'hls', 'synthesis', 'debug', 'pcie', 'network', 'storage']	['mba']
['product', 'owner', 'backend', 'boot', 'jpa', 'querydsl', 'orm', 'rest', 'api']	['general', 'mobile', 'landscape', 'architectures', 'sdk', 'frameworks', 'api']
['endpoint', 'agent', 'developer', 'monster', 'windows', 'linux', 'macos', 'tcp', 'udp']	['sdk', 'cocos']
['product', 'owner', 'backend', 'boot', 'jpa', 'querydsl', 'orm']	['django', 'aws', 'gcp', 'tdd', 'data', 'lake', 'mart']
['kb', 'venture', 'capital', 'sba', 'pre', 'software', 'mini', 'loader', 'shuttle', 'plc', 'wcs', 'warehouse', 'control', 'system', 'sw', 'ecs', 'tcp', 'ip', 'mqtt', 'mes', 'rtd', 'workflow', 'es', 'node.js', 'sequelize', 'nest.js', 'teams']	['jquery', 'react.js', 'microservice', 'architecture', 'msa']
['dba', 'database', 'tuning', 'db', 'migration']	['next.js', 'ssr', 'css', 'js', 'ci', 'cd', 'seo']
['iot']	['nest.js', 'jest']
['django', 'dll', 'google', 'rd', 'party', 'api', 'ci', 'cd']	['ds', 'max', 'houdini', 'maya', 'blender', 'substance', 'vr']
['tech', 'frontend', 'engineer', 'next.js', 'react', 'hook', 'form', 'query', 'zod', 'scss', 'radix', 'ui', 'turborepo', 'pnpm', 'vitest', 'tailwindcss', 'css', 'js']	['vr', 'intermediate', 'senior', 'low', 'poly', 'high']
['kotlin', 'restful', 'rest', 'api', 'rdbms', 'aws', 'infrastructure', 'jpa', 'hibernate', 'mybatis', 'mariadb', 'intellij', 'datagrip', 'sqs', 'ecs', 'ci', 'cd']	['ci', 'cd', 'tool']
['tms', 'qa']	['experience', 'semiconductor', 'equipment', 'processes', 'yield', 'manag', 'ement.']
['server', 'aws', 'gcp', 'azure']	['agile', 'ai', 'kyc', 'kyt', 'aml', 'pm']
['raw', 'server', 'batch', 'job', 'sql', 'etl']	['rpg']
['sql', 'data', 'warehouse', 'mart', 'saas', 'gmv', 'mrr', 'ltv', 'cohort', 'retention', 'action', 'item']	['react', 'next.js', 'ios', 'android', 'kotlin', 'mvp', 'mvvm', 'unit', 'ui', 'test', 'ci', 'cd']
['node.js']	['gpp', 'lte']
['flutter', 'ios', 'android', 'agile']	['ml', 'ex.', 'cv', 'ocr', 'nlp', 'recsys']
['back', 'end', 'engineer', 'one', 'team', 'node.js', 'nest.js', 'framework', 'rest', 'api', 'protocol', 'buffer', 'rdb', 'nosql', 'db', 'infra', 'cs', 'data']	['node.js']
['api', 'node.js']	['codecommit', 'codedeploy', 'elastic', 'search']
['android', 'rest', 'api']	['tflite', 'image', 'detection', 'inapppurchase', 'web', 'mobile', 'desktop', 'flutter', 'app']
['aws', 'life', 'cycle', 'csp', 'pc', 'clean', 'day']	['webpack', 'babel', 'aws', 'cluodfront', 'lambda']
['react', 'front', 'end', 'architecture', 'ui', 'ux', 'vue', 'spa']	['tdd', 'vr', 'application']
['ios', 'combine', 'concurrency', 'swiftui']	['strong', 'understanding', 'software', 'development', 'methodologies', 'tools.', 'product', 'management', 'ai', 'ml', 'solutions', 'including', 'market', 'analysis', 'positioning', 'roadmap', 'develo', 'pment.']
['ai', 'framework', 'rdbms', 'db', 'sql']	['terraform']
['framework', 'boot', 'batch', 'restful', 'api', 'jpa', 'git']	['epub', 'android', 'mvvm', 'tca', 'clean', 'architecture']
['api', 'ai']	['epub', 'ios', 'mvvm', 'tca', 'clean', 'architecture']
['ugui']	['figma']
['ai', 'framework', 'rest', 'api', 'aws', 'websocket']	['rtsp', 'ffmpeg', 'mlops', 'devops', 'linux', 'wsl', 'clickup']
['box', 'bullet', 'ptz', 'soildwork', 'autocad']	['webgl']
['node.js', 'restful', 'api', 'compose', 'aws', 'ecs', 'gateway', 'cognito', 'rds']	['aws', 'azure']
['airbridge', 'sales', 'marketing', 'customer', 'success', 'product', 'management', 'google', 'spreadsheet', 'figma', 'front', 'back', 'end']	['unit']
['code', 'zemax']	['data', 'product', 'application', 'aws', 'cdc']
['ai', 'poc', 'flutter', 'pc', 'windows', 'macos', 'dbpia', 'ios', 'android']	['ui', 'ux', 'react', 'vite', 'html', 'css']
['ir', 'dc', 'orcad']	['experience', 'with', 'least', 'one', 'test', 'automation', 'frameworks', 'like', 'etc.', 'building', 'quality', 'tooling', 'managing', 'infrastru', 'cture.', 'programming', 'modern', 'language', 'such', 'including', 'object', 'oriented', 'esign.', 'pytest', 'testing', 'framework', 'knowledge', 'overall', 'system', 'architecture', 'scalability', 'reliability', 'performance', 'large', 'scale', 'distributed', 'software', 'ystem.', 'excellent', 'communication', 'collaboration', 'reporting', 'analytical', 'problem', 'solving', 'kills.', 'proficient', 'written', 'spoken', 'en', 'glish.']
['kdt', 'ux', 'ui', 'cs', 'admin', 'backend', 'rdbms']	['saas', 'pmf', 'msa', 'api', 'devops']
['insight', 'web', 'webgl', 'webui', 'appstream', 'webrtc', 'socket', 'ssr', 'server', 'side', 'rendering', 'net', 'ui', 'ai', 'sw', 'api', 'addin', 'pdms']	['django', 'aws', 'ci', 'cd', 'webrtc']
['api', 'cloud', 'framework', 'db', 'jpa']	['aws', 'gcp']
['ir', 'dc', 'stm', 'imx.', 'zynq', 'bsp', 'application', 'visutal', 'studio', 'qt']	['ms', 'computer', 'science', 'data', 'related', 'field.', 'experience', 'predictive', 'modeling', 'cloud', 'platforms', 'e.g.', 'aws', 'azure', 'excellent', 'communication', 'skills', 'with', 'ability', 'simplify', 'complex', 'technical', 'con', 'cepts.', 'proficient', 'written', 'spoken', 'en', 'glish.']
['sdk']	['dicom', 'sr', 'hl', 'fhir', 'etc.', 'api', 'sandbox', 'git', 'artifactory', 'ci', 'cd', 'host', 'integration', 'app', 'life', 'cycle', 'hands', 'walkthrough', 'rd', 'party', 'ai']
['no.']	['git', 'matplotlib', 'seaborn', 'sql']
['net', 'tcp', 'ip', 'http', 'sql', 'nosql']	['computer', 'science', 'nest', 'js', 'kubernets']
['web', 'dapp', 'ux', 'ui', 'android', 'ios', 'hybrid', 'mobile', 'app', 'api', 'node.js', 'vue.js', 'vue', 'react', 'pinia', 'vite', 'js', 'vscode', 'yarn', 'ci', 'cd', 'html', 'css']	['frontend']
['rest', 'api', 'sql', 'erp']	['cisco', 'snd', 'aci', 'sd', 'wan', 'sda', 'ccna', 'ccnp', 'ccie']
['pop', 'web', 'app', 'ui', 'ux', 'ios', 'android', 'rest', 'api', 'react', 'query', 'swr', 'zotai', 'valtio', 'tracked', 'git']	['microservice', 'architecture', 'event', 'driven', 'aws', 'aurora', 'atlas']
['ux', 'ui', 'client', 'db', 'restful', 'place', 'computer', 'science', 'html', 'css', 'node.js', 'react', 'next.js', 'vite', 'sequelize', 'aws']	['knowledge', 'containerization', 'technologies', 'ai', 'ml', 'infrastructure', 'work', 'loads.', 'big', 'data', 'fluency', 'verbal', 'written', 'english']
['back', 'end', 'admin', 'git']	['data', 'jpa', 'node.js', 'aws', 'cloud', 'webrtc']
['no.', 'series', 'ceo', 'qa', 'test', 'case']	['localization', 'ekf', 'pf', 'uart', 'spi', 'serial']
['no.', 'series', 'pay', 'data', 'lab', 'ceo', 'wpf', 'pc', 'visual', 'studio', 'net', 'framework', 'restful', 'api', 'socket']	['terraform', 'iac', 'microservice', 'architecture', 'event', 'driven', 'unit', 'test', 'integration', 'code', 'review']
['web', 'cent', 'node.js', 'esm', 'nest.js', 'prisma', 'msa', 'aws', 'vscode', 'db', 'rest', 'linux']	['android', 'ios', 'ui']
['vue', 'boot', 'admin', 'erp', 'mfc', 'wms', 'tms', 'api']	['ui', 'logging', 'unit', 'test', 'code', 'review']
['flutter', 'app', 'pm', 'po', 'ux', 'ui', 'mvvm', 'restful', 'api', 'sketch', 'figma', 'xd', 'firebase', 'auth', 'fcm']	['advanced', 'degree', 'master', 'ph.d.', 'experience', 'semiconductor', 'industry', 'strong', 'plus.']
['ceo', 'day', 'web', 'react', 'next.js', 'app', 'flutter', 'aws', 'vercel', 'node.js', 'firebase', 'hasura', 'cloud']	['msa', 'rest', 'api', 'front', 'end', 'back']
['web', 'react', 'next.js', 'app', 'flutter', 'aws', 'vercel', 'node.js', 'firebase', 'hasura', 'cloud', 'rdb', 'nosql', 'node', 'js', 'restful', 'api', 'auth', 'fcm', 'sketch', 'figma', 'xd']	['ml', 'dl', 'mlops', 'pruning', 'quantization', 'tensorrt', 'openvino', 'inference', 'ddp', 'zero', 'gpu', 'clustering']
['ai', 'cs']	['ios', 'android', 'native', 'ui', 'ci', 'cd']
['boot', 'jpa', 'querydsl', 'aws', 'msa', 'ar', 'ai', 'framework', 'git']	['api', 'aws']
['dx', 'view', 'react', 'router', 'build', 'tool', 'vite', 'code', 'quality', 'eslint', 'test', 'jest', 'infrastructure', 'aws', 'mixpanel', 'google', 'tag', 'manager', 'figma', 'drive', 'html', 'css', 'es']	['sw']
['kotlin']	['gnss', 'gps']
['devops', 'restful', 'api', 'ci', 'cd', 'git']	['visual', 'studio', 'linux', 'node', 'js']
['software', 'skill', 'kernel', 'switch', 'chip', 'driver', 'sdn', 'linux']	['next.js', 'monorepo', 'csr', 'ssr', 'webpack', 'babel', 'jest', 'commerce']
['qa', 'test', 'case', 'ui', 'api', 'plan', 'os']	['es', 'css', 'expert', 'contributor', 'ui', 'ux']
['machine', 'vision', 'ml', 'dl', 'ai', 'model']	['vue.js', 'gular.js', 'windows', 'client', 'sw']
['vue.js', 'devops', 'design', 'system', 'component', 'vue', 'js', 'ui', 'element', 'tds', 'toss', 'jui', 'jeniffer', 'library', 'html', 'css', 'react']	['react', 'windows', 'client', 'restful', 'api', 'android', 'ios', 'ui', 'ux']
['ai', 'sw']	['flutter', 'html', 'css']
['pitch', 'deck', 'si', 'sm', 'forecasting', 'ai', 'deep', 'tech', 'oa', 'google', 'docs', 'ms', 'office', 'native', 'speaker']	['react', 'webpack', 'git', 'ci', 'cd', 'ai']
['integration', 'os', 'ios', 'android', 'third', 'party', 'api', 'deploy']	['llm', 'kotlin', 'cassandra', 'nosql', 'ci', 'cd']
